x: 198, y: -178
x: 357.7693497991165, y: -34.15238020781169
x: 359.4271207870031, y: -35.27121681416742
x: 361.0848917748897, y: -36.3900534205232
x: 362.74266276277626, y: -37.50889002687893
x: 364.40043375066284, y: -38.627726633234715
x: 366.0582047385494, y: -39.746563239590444
x: 367.7159757264358, y: -40.86539984594617
x: 369.37374671432235, y: -41.98423645230196
x: 371.03151770220893, y: -43.103073058657685
x: 372.6892886900955, y: -44.22190966501347
x: 374.3470596779821, y: -45.3407462713692
x: 376.00483066586867, y: -46.45958287772498
x: 377.66260165375525, y: -47.57841948408071
x: 379.3203726416418, y: -48.69725609043644
x: 380.9781436295282, y: -49.816092696792225
x: 382.63591461741476, y: -50.93492930314795
x: 384.29368560530133, y: -52.05376590950374
x: 385.9514565931879, y: -53.17260251585947
x: 387.6092275810745, y: -54.29143912221525
x: 389.26699856896107, y: -55.41027572857098
x: 390.92476955684765, y: -56.52911233492671
x: 392.582540544734, y: -57.64794894128249
x: 394.2403115326206, y: -58.76678554763822
x: 395.89808252050716, y: -59.88562215399401
x: 397.55585350839374, y: -61.004458760349735
x: 399.2136244962803, y: -62.12329536670552
x: 400.8713954841669, y: -63.24213197306125
x: 402.5291664720535, y: -64.36096857941698
x: 404.18693745994005, y: -65.47980518577276
x: 405.8447084478264, y: -66.59864179212855
x: 407.502479435713, y: -67.71747839848427
x: 409.16025042359956, y: -68.83631500484
x: 410.81802141148614, y: -69.95515161119579
x: 412.4757923993727, y: -71.07398821755152
x: 414.1335633872593, y: -72.1928248239073
x: 415.7913343751459, y: -73.31166143026303
x: 417.44910536303223, y: -74.43049803661881
x: 419.1068763509188, y: -75.54933464297454
x: 420.7646473388054, y: -76.66817124933027
x: 422.42241832669197, y: -77.78700785568606
x: 424.08018931457855, y: -78.90584446204178
x: 425.7379603024651, y: -80.02468106839757
x: 427.3957312903517, y: -81.1435176747533
x: 429.0535022782383, y: -82.26235428110908
x: 430.71127326612464, y: -83.38119088746481
x: 432.3690442540112, y: -84.50002749382054
x: 434.0268152418978, y: -85.61886410017632
x: 435.6845862297844, y: -86.73770070653211
x: 437.34235721767095, y: -87.85653731288784
x: 439.00012820555753, y: -88.97537391924357
x: 440.6578991934441, y: -90.09421052559935
x: 442.1254560842726, y: -91.45298820137327
x: 443.59301297510115, y: -92.81176587714725
x: 445.06056986592966, y: -94.17054355292117
x: 446.5281267567584, y: -95.5293212286951
x: 447.99568364758693, y: -96.88809890446902
x: 449.46324053841545, y: -98.246876580243
x: 450.93079742924397, y: -99.60565425601692
x: 452.3983543200725, y: -100.96443193179084
x: 453.865911210901, y: -102.32320960756476
x: 455.33346810172975, y: -103.68198728333874
x: 456.80102499255827, y: -105.04076495911266
x: 458.2685818833868, y: -106.39954263488659
x: 459.7361387742153, y: -107.75832031066057
x: 461.2036956650438, y: -109.11709798643449
x: 462.67125255587234, y: -110.47587566220841
x: 464.1388094467011, y: -111.83465333798233
x: 465.6063663375296, y: -113.19343101375631
x: 467.0739232283581, y: -114.55220868953023
x: 468.54148011918664, y: -115.91098636530415
x: 470.00903701001516, y: -117.26976404107808
x: 471.4765939008437, y: -118.62854171685206
x: 472.9441507916724, y: -119.98731939262598
x: 474.41170768250095, y: -121.3460970683999
x: 475.87926457332946, y: -122.70487474417382
x: 477.346821464158, y: -124.0636524199478
x: 478.8143783549865, y: -125.42243009572172
x: 480.281935245815, y: -126.78120777149564
x: 481.74949213664377, y: -128.13998544726962
x: 483.2170490274723, y: -129.49876312304355
x: 484.6846059183008, y: -130.85754079881747
x: 486.1521628091293, y: -132.2163184745914
x: 487.61971969995784, y: -133.57509615036537
x: 489.08727659078636, y: -134.9338738261393
x: 490.5548334816149, y: -136.2926515019132
x: 492.0223903724436, y: -137.6514291776872
x: 493.48994726327214, y: -139.0102068534611
x: 494.95750415410066, y: -140.36898452923504
x: 496.4250610449292, y: -141.72776220500896
x: 497.8926179357577, y: -143.08653988078294
x: 499.3601748265862, y: -144.44531755655686
x: 500.82773171741496, y: -145.80409523233078
x: 502.2952886082435, y: -147.1628729081047
x: 503.762845499072, y: -148.52165058387868
x: 505.2304023899005, y: -149.8804282596526
x: 506.69795928072904, y: -151.23920593542653
x: 508.16551617155756, y: -152.5979836112005
x: 509.6330730623863, y: -153.95676128697443
x: 511.1006299532148, y: -155.31553896274835
x: 512.5681868440433, y: -156.67431663852227
x: 513.597914605291, y: -158.38886052472526
x: 514.6276423665386, y: -160.10340441092825
x: 515.657370127786, y: -161.8179482971313
x: 516.6870978890336, y: -163.53249218333428
x: 517.7168256502812, y: -165.24703606953727
x: 518.7465534115288, y: -166.96157995574026
x: 519.7762811727762, y: -168.6761238419433
x: 520.8060089340238, y: -170.3906677281463
x: 521.8357366952714, y: -172.1052116143493
x: 522.865464456519, y: -173.81975550055228
x: 523.8951922177664, y: -175.53429938675527
x: 524.924919979014, y: -177.2488432729583
x: 525.9546477402616, y: -178.9633871591613
x: 526.9843755015092, y: -180.6779310453643
x: 528.0141032627566, y: -182.3924749315673
x: 529.0438310240042, y: -184.1070188177703
x: 530.0735587852519, y: -185.8215627039733
x: 531.1032865464995, y: -187.5361065901763
x: 532.1330143077469, y: -189.25065047637932
x: 533.1627420689945, y: -190.9651943625823
x: 534.1924698302421, y: -192.67973824878533
x: 535.2221975914897, y: -194.39428213498832
x: 536.2519253527371, y: -196.1088260211913
x: 537.2816531139847, y: -197.82336990739432
x: 538.3113808752323, y: -199.53791379359734
x: 539.3411086364799, y: -201.25245767980033
x: 540.3708363977273, y: -202.96700156600332
x: 541.4005641589749, y: -204.68154545220634
x: 542.4302919202225, y: -206.39608933840935
x: 543.4600196814702, y: -208.11063322461234
x: 544.4897474427175, y: -209.82517711081533
x: 545.5194752039652, y: -211.53972099701835
x: 546.5492029652128, y: -213.25426488322134
x: 547.5789307264604, y: -214.96880876942436
x: 548.6086584877078, y: -216.68335265562735
x: 548.6714184840941, y: -218.6823677088107
x: 548.7341784804805, y: -220.68138276199403
x: 548.7969384768671, y: -222.68039781517734
x: 548.8596984732535, y: -224.67941286836069
x: 548.9224584696399, y: -226.67842792154403
x: 548.9852184660263, y: -228.67744297472737
x: 549.0479784624126, y: -230.6764580279107
x: 549.1107384587992, y: -232.67547308109403
x: 549.1734984551856, y: -234.67448813427737
x: 549.236258451572, y: -236.6735031874607
x: 549.2990184479584, y: -238.67251824064405
x: 549.3617784443447, y: -240.6715332938274
x: 549.4245384407311, y: -242.6705483470107
x: 549.4872984371177, y: -244.66956340019405
x: 549.5500584335041, y: -246.6685784533774
x: 549.6128184298905, y: -248.66759350656073
x: 549.6755784262768, y: -250.66660855974408
x: 549.7383384226632, y: -252.6656236129274
x: 549.8010984190498, y: -254.66463866611073
x: 549.8638584154362, y: -256.6636537192941
x: 549.9266184118226, y: -258.66266877247745
x: 548.791879091086, y: -260.3095952049491
x: 547.6571397703492, y: -261.9565216374209
x: 546.5224004496126, y: -263.6034480698926
x: 545.3876611288758, y: -265.25037450236437
x: 544.2529218081393, y: -266.8973009348361
x: 543.1181824874025, y: -268.5442273673078
x: 541.9834431666659, y: -270.19115379977956
x: 540.8487038459291, y: -271.8380802322513
x: 539.7139645251925, y: -273.485006664723
x: 538.5792252044557, y: -275.13193309719475
x: 537.4444858837192, y: -276.7788595296665
x: 536.3097465629826, y: -278.4257859621382
x: 535.1750072422458, y: -280.07271239460994
x: 534.0402679215092, y: -281.71963882708167
x: 532.9055286007724, y: -283.3665652595534
x: 531.7707892800358, y: -285.0134916920251
x: 530.636049959299, y: -286.6604181244969
x: 529.5013106385625, y: -288.3073445569686
x: 528.3665713178257, y: -289.9542709894404
x: 527.2318319970891, y: -291.60119742191205
x: 526.0970926763523, y: -293.24812385438383
x: 524.9623533556157, y: -294.8950502868555
x: 523.8276140348789, y: -296.5419767193273
x: 522.6928747141424, y: -298.188903151799
x: 521.5581353934058, y: -299.83582958427075
x: 520.423396072669, y: -301.4827560167425
x: 519.2886567519324, y: -303.1296824492142
x: 517.5697635756217, y: -304.1521335475228
x: 515.8508703993109, y: -305.1745846458314
x: 514.1319772230001, y: -306.19703574413995
x: 512.4130840466896, y: -307.21948684244853
x: 510.69419087037886, y: -308.2419379407571
x: 508.9752976940681, y: -309.26438903906575
x: 507.25640451775735, y: -310.2868401373743
x: 505.5375113414466, y: -311.3092912356829
x: 503.81861816513583, y: -312.3317423339915
x: 502.0997249888253, y: -313.35419343230006
x: 500.38083181251454, y: -314.37664453060864
x: 498.6619386362038, y: -315.3990956289173
x: 496.943045459893, y: -316.42154672722586
x: 495.22415228358227, y: -317.44399782553444
x: 493.5052591072715, y: -318.466448923843
x: 491.78636593096076, y: -319.4889000221516
x: 490.0674727546502, y: -320.5113511204602
x: 488.34857957833947, y: -321.53380221876876
x: 486.6296864020287, y: -322.55625331707733
x: 484.91079322571795, y: -323.5787044153859
x: 483.1919000494072, y: -324.6011555136945
x: 481.47300687309644, y: -325.62360661200313
x: 479.7541136967857, y: -326.6460577103117
x: 478.03522052047515, y: -327.6685088086203
x: 476.3163273441644, y: -328.69095990692887
x: 474.59743416785363, y: -329.71341100523745
x: 472.8785409915429, y: -330.735862103546
x: 471.1596478152321, y: -331.75831320185466
x: 469.44075463892136, y: -332.78076430016324
x: 467.72186146261083, y: -333.8032153984718
x: 466.0029682863001, y: -334.8256664967804
x: 464.2840751099893, y: -335.848117595089
x: 462.56518193367856, y: -336.87056869339756
x: 460.8462887573678, y: -337.89301979170614
x: 459.12739558105704, y: -338.9154708900147
x: 457.4085024047463, y: -339.9379219883233
x: 455.68960922843576, y: -340.9603730866319
x: 453.970716052125, y: -341.98282418494045
x: 452.25182287581424, y: -343.0052752832491
x: 450.5329296995035, y: -344.02772638155767
x: 448.8140365231927, y: -345.05017747986625
x: 447.09514334688197, y: -346.07262857817483
x: 445.37625017057144, y: -347.0950796764834
x: 443.6573569942607, y: -348.11753077479204
x: 441.9384638179499, y: -349.1399818731006
x: 440.21957064163917, y: -350.1624329714092
x: 438.5006774653284, y: -351.1848840697178
x: 436.78178428901765, y: -352.20733516802636
x: 435.0628911127069, y: -353.22978626633494
x: 433.34399793639636, y: -354.2522373646435
x: 431.6251047600856, y: -355.2746884629521
x: 429.90621158377485, y: -356.2971395612607
x: 428.1873184074641, y: -357.31959065956926
x: 426.46842523115333, y: -358.34204175787784
x: 424.7495320548426, y: -359.3644928561865
x: 423.03063887853205, y: -360.38694395449505
x: 421.0723002234597, y: -360.79303472273455
x: 419.11396156838737, y: -361.199125490974
x: 417.155622913315, y: -361.6052162592135
x: 415.19728425824246, y: -362.011307027453
x: 413.2389456031701, y: -362.4173977956924
x: 411.2806069480978, y: -362.8234885639319
x: 409.32226829302545, y: -363.2295793321714
x: 407.3639296379531, y: -363.63567010041083
x: 405.40559098288077, y: -364.04176086865033
x: 403.4472523278082, y: -364.4478516368898
x: 401.48891367273586, y: -364.85394240512926
x: 399.5305750176635, y: -365.26003317336875
x: 397.5722363625912, y: -365.66612394160825
x: 395.61389770751884, y: -366.0722147098477
x: 393.6555590524465, y: -366.4783054780872
x: 391.69722039737417, y: -366.8843962463267
x: 389.7388817423016, y: -367.2904870145661
x: 387.78054308722926, y: -367.6965777828056
x: 385.8222044321569, y: -368.1026685510451
x: 383.8638657770846, y: -368.50875931928454
x: 381.90552712201224, y: -368.91485008752403
x: 379.9471884669399, y: -369.3209408557635
x: 377.98884981186757, y: -369.72703162400296
x: 376.030511156795, y: -370.13312239224246
x: 374.07217250172266, y: -370.5392131604819
x: 372.1138338466503, y: -370.9453039287214
x: 370.155495191578, y: -371.3513946969609
x: 368.19715653650564, y: -371.7574854652003
x: 366.2388178814333, y: -372.1635762334398
x: 364.28047922636074, y: -372.5696670016793
x: 362.3221405712884, y: -372.97575776991874
x: 360.36380191621606, y: -373.38184853815824
x: 358.4054632611437, y: -373.78793930639773
x: 356.4471246060714, y: -374.19403007463717
x: 354.48878595099904, y: -374.60012084287666
x: 352.5304472959265, y: -375.00621161111616
x: 350.57210864085414, y: -375.4123023793556
x: 348.6137699857818, y: -375.8183931475951
x: 346.65543133070946, y: -376.2244839158346
x: 344.6970926756371, y: -376.630574684074
x: 342.7387540205648, y: -377.0366654523135
x: 340.78041536549244, y: -377.44275622055295
x: 338.8220767104199, y: -377.84884698879245
x: 336.86373805534754, y: -378.25493775703194
x: 334.9053994002752, y: -378.6610285252714
x: 332.94706074520286, y: -379.06711929351087
x: 330.9887220901305, y: -379.47321006175036
x: 329.0303834350582, y: -379.8793008299898
x: 327.07204477998584, y: -380.2853915982293
x: 325.1137061249133, y: -380.6914823664688
x: 323.15536746984094, y: -381.0975731347082
x: 321.1970288147686, y: -381.5036639029477
x: 319.23869015969626, y: -381.9097546711872
x: 317.2803515046239, y: -382.31584543942665
x: 315.3220128495516, y: -382.72193620766615
x: 313.36367419447924, y: -383.12802697590564
x: 311.4053355394067, y: -383.5341177441451
x: 309.44699688433434, y: -383.9402085123846
x: 307.488658229262, y: -384.34629928062407
x: 305.53031957418966, y: -384.7523900488635
x: 303.5719809191173, y: -385.158480817103
x: 301.613642264045, y: -385.5645715853425
x: 299.6553036089724, y: -385.97066235358193
x: 297.6969649539001, y: -386.3767531218214
x: 295.73862629882774, y: -386.7828438900609
x: 293.7802876437554, y: -387.18893465830035
x: 291.82194898868306, y: -387.59502542653985
x: 289.8636103336107, y: -388.00111619477934
x: 287.90527167853816, y: -388.4072069630188
x: 285.9469330234658, y: -388.8132977312583
x: 283.9885943683935, y: -389.21938849949777
x: 282.03025571332114, y: -389.6254792677372
x: 280.0719170582488, y: -390.0315700359767
x: 278.11357840317646, y: -390.4376608042162
x: 276.1552397481041, y: -390.84375157245563
x: 274.19690109303156, y: -391.2498423406951
x: 272.2385624379592, y: -391.6559331089346
x: 270.2802237828869, y: -392.06202387717406
x: 268.32188512781454, y: -392.46811464541355
x: 266.3635464727422, y: -392.87420541365304
x: 264.40520781766986, y: -393.2802961818925
x: 262.4468691625975, y: -393.686386950132
x: 260.48853050752496, y: -394.09247771837147
x: 258.5301918524526, y: -394.4985684866109
x: 256.5718531973803, y: -394.9046592548504
x: 254.61351454230794, y: -395.3107500230899
x: 252.6551758872356, y: -395.71684079132933
x: 250.69683723216315, y: -396.1229315595688
x: 248.7384985770908, y: -396.5290223278083
x: 246.78015992201836, y: -396.93511309604776
x: 244.82182126694602, y: -397.34120386428725
x: 242.86348261187368, y: -397.74729463252675
x: 240.90514395680134, y: -398.1533854007662
x: 238.9468053017289, y: -398.5594761690057
x: 236.98846664665655, y: -398.9655669372451
x: 235.0301279915842, y: -399.3716577054846
x: 233.07178933651176, y: -399.7777484737241
x: 231.071812364499, y: -399.7681510043321
x: 229.07183539248626, y: -399.75855353494006
x: 227.07185842047352, y: -399.74895606554804
x: 225.07188144846077, y: -399.739358596156
x: 223.07190447644803, y: -399.729761126764
x: 221.07192750443528, y: -399.720163657372
x: 219.07195053242253, y: -399.71056618797996
x: 217.0719735604098, y: -399.700968718588
x: 215.07199658839704, y: -399.691371249196
x: 213.0720196163843, y: -399.68177377980396
x: 211.07204264437155, y: -399.67217631041194
x: 209.0720656723588, y: -399.6625788410199
x: 207.07208870034606, y: -399.6529813716279
x: 205.0721117283333, y: -399.6433839022359
x: 203.07213475632057, y: -399.63378643284386
x: 201.07215778430782, y: -399.62418896345184
x: 199.07218081229507, y: -399.6145914940598
x: 197.07220384028233, y: -399.6049940246678
x: 195.07222686826958, y: -399.5953965552758
x: 193.07224989625684, y: -399.58579908588376
x: 191.0722729242441, y: -399.5762016164918
x: 189.07229595223134, y: -399.5666041470998
x: 187.0723189802186, y: -399.55700667770776
x: 185.07234200820585, y: -399.54740920831574
x: 183.0723650361931, y: -399.5378117389237
x: 181.07238806418036, y: -399.5282142695317
x: 179.0724110921676, y: -399.5186168001397
x: 177.07243412015487, y: -399.50901933074766
x: 175.07245714814212, y: -399.49942186135564
x: 173.07248017612937, y: -399.4898243919636
x: 171.07250320411663, y: -399.48022692257166
x: 169.07252623210388, y: -399.47062945317964
x: 167.07254926009114, y: -399.4610319837876
x: 165.0725722880784, y: -399.4514345143956
x: 163.07259531606564, y: -399.4418370450036
x: 161.0726183440529, y: -399.43223957561156
x: 159.07264137204015, y: -399.42264210621954
x: 157.0726644000274, y: -399.4130446368275
x: 155.07268742801466, y: -399.4034471674355
x: 153.07271045600191, y: -399.3938496980435
x: 151.07273348398917, y: -399.38425222865146
x: 149.07275651197642, y: -399.37465475925944
x: 147.07277953996368, y: -399.3650572898674
x: 145.07280256795093, y: -399.35545982047546
x: 143.07282559593818, y: -399.34586235108344
x: 141.07284862392544, y: -399.3362648816914
x: 139.0728716519127, y: -399.3266674122994
x: 137.07289467989995, y: -399.3170699429074
x: 135.0729177078872, y: -399.30747247351536
x: 133.07294073587445, y: -399.29787500412334
x: 131.0729637638617, y: -399.2882775347313
x: 129.07298679184896, y: -399.2786800653393
x: 127.07300981983622, y: -399.2690825959473
x: 125.07303284782347, y: -399.2594851265553
x: 123.07305587581072, y: -399.2498876571633
x: 121.07307890379798, y: -399.2402901877713
x: 119.07310193178523, y: -399.23069271837926
x: 117.07312495977249, y: -399.22109524898724
x: 115.07314798775974, y: -399.2114977795952
x: 113.073171015747, y: -399.2019003102032
x: 111.07319404373425, y: -399.1923028408112
x: 109.0732170717215, y: -399.18270537141916
x: 107.07324009970876, y: -399.17310790202714
x: 105.07326312769601, y: -399.1635104326351
x: 103.07328615568326, y: -399.1539129632431
x: 101.07330918367052, y: -399.14431549385114
x: 99.07333221165777, y: -399.1347180244591
x: 97.07335523964502, y: -399.1251205550671
x: 95.07337826763228, y: -399.1155230856751
x: 93.07340129561953, y: -399.10592561628306
x: 91.07342432360679, y: -399.09632814689104
x: 89.07344735159404, y: -399.086730677499
x: 87.0734703795813, y: -399.077133208107
x: 85.07349340756855, y: -399.067535738715
x: 83.0735164355558, y: -399.05793826932296
x: 81.07353946354306, y: -399.048340799931
x: 79.07356249153031, y: -399.038743330539
x: 77.07358551951756, y: -399.02914586114696
x: 75.07360854750482, y: -399.01954839175494
x: 73.07363157549207, y: -399.0099509223629
x: 71.09491183562466, y: -398.7189729316846
x: 69.11619209575736, y: -398.4279949410064
x: 67.13747235588994, y: -398.1370169503281
x: 65.15875261602253, y: -397.84603895964983
x: 63.180032876155224, y: -397.55506096897153
x: 61.20131313628781, y: -397.26408297829323
x: 59.22259339642039, y: -396.973104987615
x: 57.24387365655298, y: -396.6821269969367
x: 55.26515391668568, y: -396.39114900625844
x: 53.28643417681826, y: -396.10017101558014
x: 51.307714436950846, y: -395.8091930249019
x: 49.328994697083544, y: -395.5182150342236
x: 47.35027495721613, y: -395.2272370435453
x: 45.371555217348714, y: -394.93625905286706
x: 43.39283547748141, y: -394.64528106218876
x: 41.414115737614, y: -394.3543030715105
x: 39.43539599774658, y: -394.0633250808322
x: 37.45667625787928, y: -393.77234709015397
x: 35.477956518011865, y: -393.48136909947567
x: 33.49923677814445, y: -393.1903911087974
x: 31.520517038277035, y: -392.8994131181191
x: 29.541797298409733, y: -392.6084351274409
x: 27.563077558542318, y: -392.3174571367626
x: 25.584357818674903, y: -392.0264791460843
x: 23.6056380788076, y: -391.73550115540604
x: 21.626918338940186, y: -391.44452316472774
x: 19.64819859907277, y: -391.1535451740495
x: 17.66947885920547, y: -390.8625671833712
x: 15.690759119338054, y: -390.57158919269295
x: 13.712039379470639, y: -390.28061120201465
x: 11.733319639603224, y: -389.98963321133635
x: 9.754599899735922, y: -389.6986552206581
x: 7.775880159868507, y: -389.4076772299798
x: 5.7971604200010916, y: -389.11669923930157
x: 3.81844068013379, y: -388.82572124862327
x: 1.8397209402663748, y: -388.534743257945
x: -0.13899879960104045, y: -388.2437652672667
x: -2.117718539468342, y: -387.9527872765885
x: -4.096438279335757, y: -387.6618092859102
x: -6.075158019203172, y: -387.37083129523194
x: -8.053877759070474, y: -387.07985330455364
x: -10.03259749893789, y: -386.78887531387534
x: -12.011317238805304, y: -386.4978973231971
x: -13.99003697867272, y: -386.2069193325188
x: -15.968756718540021, y: -385.91594134184055
x: -17.947476458407436, y: -385.62496335116225
x: -19.92619619827485, y: -385.333985360484
x: -21.904915938142153, y: -385.0430073698057
x: -23.88363567800957, y: -384.7520293791274
x: -25.862355417876984, y: -384.46105138844916
x: -27.8410751577444, y: -384.1700733977709
x: -29.8197948976117, y: -383.8790954070926
x: -31.798514637479116, y: -383.5881174164143
x: -33.77723437734653, y: -383.2971394257361
x: -35.75595411721383, y: -383.0061614350578
x: -37.73467385708125, y: -382.71518344437953
x: -39.71339359694866, y: -382.42420545370123
x: -41.692113336815964, y: -382.133227463023
x: -43.67083307668338, y: -381.8422494723447
x: -45.649552816550795, y: -381.5512714816664
x: -47.628272556418096, y: -381.26029349098815
x: -49.60699229628551, y: -380.96931550030985
x: -51.58571203615293, y: -380.6783375096316
x: -53.56443177602023, y: -380.3873595189533
x: -55.543151515887644, y: -380.09638152827506
x: -57.52187125575506, y: -379.80540353759676
x: -59.500590995622474, y: -379.51442554691846
x: -61.479310735489776, y: -379.2234475562402
x: -63.45803047535719, y: -378.932469565562
x: -65.4367502152246, y: -378.6414915748837
x: -67.41546995509202, y: -378.3505135842054
x: -69.39418969495932, y: -378.05953559352713
x: -71.37290943482674, y: -377.76855760284883
x: -73.35162917469415, y: -377.4775796121706
x: -75.33034891456145, y: -377.1866016214923
x: -77.30906865442887, y: -376.89562363081404
x: -79.28778839429629, y: -376.60464564013574
x: -81.26650813416359, y: -376.31366764945744
x: -83.245227874031, y: -376.0226896587792
x: -85.22394761389842, y: -375.7317116681009
x: -87.20266735376572, y: -375.44073367742266
x: -89.18138709363313, y: -375.14975568674436
x: -91.16010683350055, y: -374.8587776960661
x: -93.13882657336785, y: -374.5677997053878
x: -95.11754631323527, y: -374.2768217147095
x: -97.0392419847418, y: -373.7226685354233
x: -98.96093765624835, y: -373.16851535613705
x: -100.88263332775489, y: -372.61436217685076
x: -102.80432899926143, y: -372.06020899756453
x: -104.72602467076797, y: -371.5060558182783
x: -106.64772034227451, y: -370.951902638992
x: -108.56941601378094, y: -370.3977494597058
x: -110.49111168528748, y: -369.84359628041955
x: -112.41280735679402, y: -369.28944310113326
x: -114.33450302830056, y: -368.735289921847
x: -116.2561986998071, y: -368.18113674256074
x: -118.17789437131364, y: -367.6269835632745
x: -120.09959004282018, y: -367.0728303839883
x: -122.02128571432672, y: -366.51867720470204
x: -123.94298138583326, y: -365.96452402541576
x: -125.8646770573398, y: -365.4103708461295
x: -127.78637272884635, y: -364.85621766684324
x: -129.7080684003529, y: -364.302064487557
x: -131.62976407185943, y: -363.7479113082708
x: -133.55145974336585, y: -363.1937581289845
x: -135.4731554148724, y: -362.63960494969825
x: -137.39485108637894, y: -362.08545177041196
x: -139.31654675788548, y: -361.53129859112573
x: -141.23824242939202, y: -360.9771454118395
x: -143.15993810089856, y: -360.42299223255327
x: -145.0816337724051, y: -359.868839053267
x: -147.00332944391164, y: -359.31468587398075
x: -148.92502511541818, y: -358.76053269469446
x: -150.84672078692472, y: -358.20637951540823
x: -152.76841645843126, y: -357.652226336122
x: -154.6901121299377, y: -357.0980731568357
x: -156.61180780144423, y: -356.5439199775495
x: -158.53350347295077, y: -355.9897667982632
x: -160.4551991444573, y: -355.43561361897696
x: -162.37689481596385, y: -354.8814604396907
x: -164.2985904874704, y: -354.3273072604045
x: -166.22028615897693, y: -353.7731540811182
x: -168.14198183048347, y: -353.219000901832
x: -170.06367750199, y: -352.6648477225457
x: -171.98537317349655, y: -352.11069454325946
x: -173.9070688450031, y: -351.5565413639732
x: -175.82876451650964, y: -351.002388184687
x: -177.75046018801618, y: -350.4482350054007
x: -179.67215585952272, y: -349.8940818261144
x: -181.59385153102915, y: -349.3399286468282
x: -183.51554720253569, y: -348.78577546754195
x: -185.43724287404223, y: -348.2316222882557
x: -187.35893854554877, y: -347.67746910896943
x: -189.2806342170553, y: -347.1233159296832
x: -191.20232988856185, y: -346.5691627503969
x: -193.1240255600684, y: -346.0150095711107
x: -195.04572123157493, y: -345.46085639182445
x: -196.96741690308147, y: -344.9067032125382
x: -198.889112574588, y: -344.35255003325193
x: -200.81080824609455, y: -343.7983968539657
x: -202.7325039176011, y: -343.2442436746794
x: -204.65419958910752, y: -342.6900904953932
x: -206.57589526061406, y: -342.13593731610695
x: -208.4975909321206, y: -341.58178413682066
x: -210.41928660362714, y: -341.0276309575344
x: -212.34098227513368, y: -340.47347777824814
x: -214.26267794664022, y: -339.9193245989619
x: -216.18437361814676, y: -339.3651714196757
x: -218.1060692896533, y: -338.81101824038944
x: -220.02776496115985, y: -338.25686506110316
x: -221.9494606326664, y: -337.7027118818169
x: -223.87115630417293, y: -337.14855870253064
x: -225.79285197567947, y: -336.5944055232444
x: -227.714547647186, y: -336.0402523439582
x: -229.63624331869244, y: -335.48609916467194
x: -231.55793899019898, y: -334.93194598538565
x: -233.47963466170552, y: -334.37779280609936
x: -235.40133033321206, y: -333.82363962681313
x: -237.3230260047186, y: -333.2694864475269
x: -239.24472167622514, y: -332.71533326824067
x: -241.16641734773168, y: -332.1611800889544
x: -243.08811301923822, y: -331.60702690966815
x: -245.00980869074476, y: -331.05287373038186
x: -246.9315043622512, y: -330.49872055109563
x: -248.85320003375773, y: -329.9445673718094
x: -250.77489570526427, y: -329.39041419252317
x: -252.6965913767708, y: -328.8362610132369
x: -254.61828704827735, y: -328.2821078339506
x: -256.5399827197839, y: -327.72795465466436
x: -258.46167839129043, y: -327.1738014753781
x: -260.383374062797, y: -326.6196482960919
x: -262.3050697343035, y: -326.0654951168056
x: -264.22676540581006, y: -325.5113419375194
x: -266.03202703003683, y: -324.65051067176853
x: -267.8372886542636, y: -323.78967940601774
x: -269.6425502784903, y: -322.9288481402669
x: -271.4478119027171, y: -322.06801687451605
x: -273.25307352694387, y: -321.20718560876526
x: -275.05833515117064, y: -320.34635434301447
x: -276.86359677539735, y: -319.4855230772636
x: -278.6688583996241, y: -318.6246918115128
x: -280.4741200238509, y: -317.763860545762
x: -282.2793816480777, y: -316.90302928001114
x: -284.0846432723044, y: -316.04219801426035
x: -285.88990489653116, y: -315.1813667485095
x: -287.69516652075794, y: -314.3205354827587
x: -289.5004281449847, y: -313.45970421700787
x: -291.3056897692114, y: -312.598872951257
x: -293.1109513934382, y: -311.73804168550623
x: -294.916213017665, y: -310.8772104197554
x: -296.72147464189175, y: -310.0163791540046
x: -298.5267362661185, y: -309.15554788825375
x: -300.33199789034524, y: -308.29471662250296
x: -302.137259514572, y: -307.4338853567521
x: -303.9425211387988, y: -306.57305409100127
x: -305.74778276302555, y: -305.7122228252505
x: -307.55304438725227, y: -304.8513915594997
x: -309.35830601147904, y: -303.99056029374884
x: -311.1635676357058, y: -303.129729027998
x: -312.9688292599326, y: -302.2688977622472
x: -314.77409088415936, y: -301.40806649649636
x: -316.5793525083861, y: -300.54723523074557
x: -318.38461413261285, y: -299.6864039649947
x: -320.1898757568396, y: -298.82557269924393
x: -321.99513738106634, y: -297.9647414334931
x: -323.8003990052931, y: -297.10391016774224
x: -325.6056606295199, y: -296.24307890199145
x: -327.41092225374666, y: -295.38224763624066
x: -329.21618387797344, y: -294.5214163704898
x: -331.02144550220015, y: -293.66058510473897
x: -332.8267071264269, y: -292.7997538389882
x: -334.6319687506537, y: -291.93892257323733
x: -336.43723037488047, y: -291.0780913074865
x: -338.2424919991072, y: -290.2172600417357
x: -340.04775362333396, y: -289.3564287759849
x: -341.85301524756073, y: -288.49559751023406
x: -343.6582768717875, y: -287.6347662444832
x: -345.4635384960142, y: -286.7739349787324
x: -347.268800120241, y: -285.91310371298164
x: -349.07406174446777, y: -285.0522724472308
x: -350.87932336869454, y: -284.19144118147995
x: -352.68458499292126, y: -283.33060991572916
